PWM Percentage ,Voltage ,,PWM  percentage, Encoder Value ,Speed  M/S,,,Without Load 60 percent PWM,,,Without Load 60 PWM,,,Without Load 60 PWM,,,Withload 60 PWM,,,With Load 60 PWM ,,,With Load PWM 60,,,Withload 30 PWM ,,,Withload 30 PWM ,,,Withload 30 PWM ,,,Withload 30 PWM ,,,Withload 30 PWM 
,,,,,,,,,,,,,,20:37:04.353 -> 3467,,,,,,,,,,,,,,,21:00:17.056 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.353 -> 3467,,,,,,,,,,,,,,,21:00:17.101 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.353 -> 3467,,,,,,,,,,,,,,,21:00:17.101 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.353 -> 3467,,,,,,,,,,,,,,,21:00:17.101 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.402 -> 3467,,,,,,,,,,,,,,,21:00:17.101 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.402 -> 3467,,,,,,,,,,,,,,,21:00:17.101 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.402 -> 3467,,,,,,,,,,,,,,,21:00:17.145 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.402 -> 3467,,,,,,,,,,,,,,,21:00:17.145 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.402 -> 3467,,,,,,,,,,,,,,,21:00:17.145 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.450 -> 3467,,,,,,,,,,,,,,,21:00:17.145 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.450 -> 3467,,,,,,,,,,,,,,,21:00:17.189 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.450 -> 3467,,,,,,,,,,,,,,,21:00:17.189 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.450 -> 3467,,,,,,,,,,,,,,,21:00:17.189 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.495 -> 3467,,,,,,,,,,,,,,,21:00:17.189 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.495 -> 3467,,,,,,,,,,,,,,,21:00:17.189 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.495 -> 3467,,,,,,,,,,,,,,,21:00:17.233 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.495 -> 3467,,,,,,,,,,,,,,,21:00:17.233 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.495 -> 3467,,,,,,,,,,,,,,,21:00:17.233 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.543 -> 3467,,,,,,,,,,,,,,,21:00:17.233 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.543 -> 3467,,,,,,,,,,,,,,,21:00:17.277 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.543 -> 3467,,,,,,,,,,,,,,,21:00:17.277 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.543 -> 3467,,,,,,,,,,,,,,,21:00:17.277 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.543 -> 3467,,,,,,,,,,,,,,,21:00:17.277 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.588 -> 3467,,,,,,,,,,,,,,,21:00:17.321 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.588 -> 3467,,,,,,,,,,,,,,,21:00:17.321 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.588 -> 3467,,,,,,,,,,,,,,,21:00:17.321 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.588 -> 3467,,,,,,,,,,,,,,,21:00:17.321 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.633 -> 3467,,,,,,,,,,,,,,,21:00:17.321 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.633 -> 3467,,,,,,,,,,,,,,,21:00:17.369 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.633 -> 3467,,,,,,,,,,,,,,,21:00:17.369 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.633 -> 3467,,,,,,,,,,,,,,,21:00:17.369 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.633 -> 3467,,,,,,,,,,,,,,,21:00:17.369 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.681 -> 3467,,,,,,,,,,,,,,,21:00:17.369 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.681 -> 3467,,,,,,,,,,,,,,,21:00:17.417 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.681 -> 3467,,,,,,,,,,,,,,,21:00:17.417 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.681 -> 3467,,,,,,,,,,,,,,,21:00:17.417 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.681 -> 3467,,,,,,,,,,,,,,,21:00:17.417 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.730 -> 3467,,,,,,,,,,,,,,,21:00:17.461 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.730 -> 3467,,,,,,,,,,,,,,,21:00:17.461 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.730 -> 3467,,,,,,,,,,,,,,,21:00:17.461 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.730 -> 3467,,,,,,,,,,,,,,,21:00:17.461 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.730 -> 3467,,,,,,,,,,,,,,,21:00:17.461 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.773 -> 3467,,,,,,,,,,,,,,,21:00:17.505 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.773 -> 3467,,,,,,,,,,,,,,,21:00:17.505 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.773 -> 3467,,,,,,,,,,,,,,,21:00:17.505 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.773 -> 3467,,,,,,,,,,,,,,,21:00:17.505 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.818 -> 3467,,,,,,,,,,,,,,,21:00:17.553 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.818 -> 3467,,,,,,,,,,,,,,,21:00:17.553 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.818 -> 3467,,,,,,,,,,,,,,,21:00:17.553 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.818 -> 3467,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.862 -> 3467,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.862 -> 3467,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.862 -> 3467,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.862 -> 3467,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.862 -> 3467,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.907 -> 3467,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.907 -> 3467,,,,,,,,,,,,,,,,,,,,,,,,
